,TRAVELER_ID,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG
2129,h005574,여,20,1,3,4,5,4,인천광역시,도서 지역,2인 여행(가족 외),2,1,8,summer,5
2130,e004130,여,40,2,11,1,5,2,경기도,도서 지역,자녀 동반 여행,3,4,7,summer,1
2131,h001198,여,40,2,11,1,3,4,광주광역시,제주,자녀 동반 여행,7,2,6,summer,3
2132,f007011,여,40,1,3,4,2,4,강원도,강원,2인 여행(가족 외),7,1,8,summer,2
2133,h002203,남,50,2,3,6,2,4,경상북도,제주,3인 이상 여행(가족 외),2,2,8,summer,5
2134,h006458,남,30,2,5,4,3,3,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1
2135,f003205,남,30,1,3,4,4,4,대구광역시,경북,2인 여행(가족 외),3,1,6,summer,1
2136,g002737,여,20,1,12,1,1,7,광주광역시,전남,2인 여행(가족 외),2,1,6,summer,2
2137,h003056,여,30,2,11,6,4,1,경기도,제주,2인 가족 여행,2,1,8,summer,6
2138,h004517,여,20,1,12,2,2,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
2139,e006857,여,50,2,13,4,2,4,경기도,경기,3대 동반 여행(친척 포함),2,4,8,summer,1
2140,h000773,여,40,2,3,3,3,2,경상남도,제주,자녀 동반 여행,7,2,6,summer,3
2141,h002095,여,30,1,12,1,6,2,대구광역시,제주,2인 여행(가족 외),3,1,8,summer,3
2142,f001353,여,40,2,2,4,1,1,경기도,경남,자녀 동반 여행,8,3,5,spring,5
2143,e002772,여,50,4,3,8,5,4,세종특별자치시,인천,2인 여행(가족 외),9,1,6,summer,2
2144,h001505,여,20,1,12,2,1,2,인천광역시,제주,나홀로 여행,1,0,7,summer,3
2145,h001904,여,20,1,4,2,5,2,경기도,제주,나홀로 여행,4,0,7,summer,3
2146,h003790,여,30,1,3,3,4,4,서울특별시,제주,3인 이상 여행(가족 외),3,3,8,summer,3
2147,e004721,남,20,1,2,3,1,6,서울특별시,인천,2인 여행(가족 외),2,1,7,summer,3
2148,h002316,남,40,1,2,5,1,1,대전광역시,제주,2인 여행(가족 외),7,1,7,summer,4
2149,h006530,여,60,2,3,4,1,3,제주특별자치도,제주,자녀 동반 여행,3,2,9,autumn,1
2150,e013035,여,50,2,3,3,1,5,경기도,도서 지역,2인 여행(가족 외),1,1,9,autumn,1
2151,f000270,여,20,1,4,4,2,3,서울특별시,경남,2인 여행(가족 외),7,1,5,spring,3
2152,h003727,여,30,2,2,7,1,4,부산광역시,제주,부모 동반 여행,2,1,8,summer,3
2153,h000844,남,30,1,13,4,1,4,제주특별자치도,제주,2인 여행(가족 외),2,1,6,summer,2
2154,g002511,남,30,1,13,3,1,2,경기도,충북,나홀로 여행,5,0,6,summer,1
2155,h000832,여,50,2,11,1,6,4,광주광역시,제주,자녀 동반 여행,1,4,6,summer,3
2156,h002768,여,50,2,2,6,1,1,경상남도,제주,자녀 동반 여행,3,2,8,summer,4
2157,e006917,남,50,4,2,7,2,2,경기도,도서 지역,3인 이상 여행(가족 외),7,2,8,summer,1
2158,h002994,여,20,1,4,5,2,2,서울특별시,제주,2인 여행(가족 외),1,1,9,autumn,3
2159,g002507,남,40,2,2,5,2,4,광주광역시,전남,자녀 동반 여행,1,3,6,summer,1
2160,h005150,남,30,2,3,1,3,3,서울특별시,제주,2인 가족 여행,2,1,8,summer,3
2161,h001903,여,50,2,11,1,5,7,경상남도,제주,2인 여행(가족 외),2,1,7,summer,4
2162,h006597,여,40,2,3,2,1,1,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,9,autumn,1
2163,f007860,여,20,1,3,1,1,4,경상남도,경남,3인 이상 여행(가족 외),3,3,8,summer,2
2164,e003866,여,40,1,13,3,1,6,경기도,인천,나홀로 여행,7,0,6,summer,2
2165,f001808,여,30,1,2,1,5,4,대구광역시,부산,3인 이상 여행(가족 외),3,3,5,spring,2
2166,h000703,여,30,1,4,2,3,5,인천광역시,제주,2인 여행(가족 외),1,1,6,summer,4
2167,h002018,여,20,1,3,4,1,2,서울특별시,제주,나홀로 여행,7,0,7,summer,3
2168,h001041,여,50,2,4,2,6,3,인천광역시,제주,3대 동반 여행(친척 포함),3,7,6,summer,3
2169,h000909,남,40,2,2,7,2,2,인천광역시,제주,자녀 동반 여행,6,3,6,summer,4
2170,h001491,여,20,1,2,3,10,2,서울특별시,제주,나홀로 여행,7,0,6,summer,3
2171,h000107,남,40,2,2,3,1,2,강원도,제주,3인 이상 여행(가족 외),9,2,5,spring,3
2172,h003487,여,20,1,9,4,8,1,서울특별시,제주,나홀로 여행,2,0,9,autumn,2
2173,h002107,여,20,1,12,2,1,5,경기도,제주,2인 여행(가족 외),2,1,7,summer,3
2174,f001884,여,40,2,2,6,1,1,서울특별시,경북,2인 가족 여행,7,1,5,spring,2
2175,h002659,여,30,2,3,4,6,5,서울특별시,제주,2인 가족 여행,2,1,8,summer,4
2176,h006465,여,30,2,4,4,1,2,제주특별자치도,제주,2인 가족 여행,1,1,9,autumn,1
2177,h001933,여,30,1,4,3,5,5,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3
2178,h003720,여,20,1,3,4,2,4,경기도,제주,2인 가족 여행,2,1,8,summer,3
2179,h003871,여,20,2,3,4,20,4,충청북도,제주,2인 여행(가족 외),9,1,8,summer,4
2180,h001564,남,50,3,13,4,2,4,대전광역시,도서 지역,3인 이상 여행(가족 외),3,2,7,summer,3
2181,e002294,여,50,2,3,4,5,7,경기도,경기,자녀 동반 여행,1,3,6,summer,2
2182,h006733,남,20,1,2,4,1,3,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
2183,g004368,남,30,1,3,4,2,4,인천광역시,충남,2인 여행(가족 외),5,1,7,summer,2
2184,h003719,여,20,1,4,5,5,1,서울특별시,제주,나홀로 여행,2,0,8,summer,4
2185,h006375,여,30,1,13,3,2,3,제주특별자치도,제주,2인 여행(가족 외),7,1,9,autumn,2
2186,e006466,남,30,1,2,4,4,3,경기도,도서 지역,2인 여행(가족 외),3,1,8,summer,1
2187,f000491,남,30,1,12,3,2,4,서울특별시,강원,3인 이상 여행(가족 외),8,7,5,spring,3
2188,e004321,남,20,1,12,1,1,2,충청남도,경기,2인 여행(가족 외),2,1,7,summer,2
2189,g002965,여,50,2,4,4,2,1,서울특별시,전북,3인 이상 여행(가족 외),9,2,6,summer,2
2190,h003331,여,40,2,2,12,1,1,경기도,제주,3인 이상 여행(가족 외),4,2,8,summer,4
2191,f003259,여,20,1,3,5,4,5,부산광역시,경북,3인 이상 여행(가족 외),2,2,6,summer,1
2192,h000010,여,40,2,4,2,1,3,서울특별시,제주,자녀 동반 여행,3,3,5,spring,3
2193,e007167,여,50,2,2,3,1,2,서울특별시,경기,자녀 동반 여행,3,2,8,summer,1
2194,h000249,여,20,1,3,3,5,3,서울특별시,제주,나홀로 여행,2,0,6,summer,3
2195,h001139,여,20,1,2,4,1,7,서울특별시,제주,나홀로 여행,1,0,6,summer,3
2196,g004130,여,20,1,12,1,1,5,세종특별자치시,전남,3인 이상 여행(가족 외),3,2,7,summer,2
2197,h003136,여,30,1,2,3,4,2,대구광역시,제주,2인 여행(가족 외),3,1,8,summer,3
2198,g001275,남,50,2,4,7,1,2,충청북도,충남,자녀 동반 여행,1,4,6,summer,2
2199,e005212,남,30,2,2,6,1,3,서울특별시,인천,2인 가족 여행,5,1,8,summer,1
2200,h001188,여,30,2,3,4,4,1,강원도,제주,2인 가족 여행,10,1,6,summer,4
2201,h001148,여,20,1,4,4,4,1,광주광역시,제주,2인 여행(가족 외),2,1,6,summer,4
2202,h006499,여,30,2,2,4,1,4,제주특별자치도,제주,자녀 동반 여행,3,1,9,autumn,1
2203,h000458,남,20,1,4,3,4,5,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3
2204,e013127,남,40,1,2,7,6,5,경기도,도서 지역,2인 여행(가족 외),3,1,9,autumn,1
2205,h002254,여,40,2,1,10,2,1,인천광역시,제주,3대 동반 여행(친척 포함),1,4,7,summer,4
2206,e011371,여,30,1,3,4,10,4,경기도,인천,2인 여행(가족 외),7,1,8,summer,1
2207,h000523,여,40,1,2,4,4,3,대구광역시,제주,2인 여행(가족 외),7,1,6,summer,3
2208,h000319,여,30,2,11,1,1,2,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,3
2209,g003324,여,20,1,3,6,1,2,충청북도,충남,나홀로 여행,4,0,6,summer,2
2210,h001676,여,30,1,3,4,1,3,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4
2211,h006344,남,40,2,3,6,1,4,서울특별시,도서 지역,자녀 동반 여행,3,3,9,autumn,1
2212,f003430,여,40,2,2,2,2,3,경상남도,경남,자녀 동반 여행,7,2,6,summer,1
2213,h004351,남,20,1,3,3,7,3,충청북도,제주,2인 가족 여행,1,1,8,summer,1
2214,f007866,여,20,1,12,2,7,2,경기도,강원,나홀로 여행,2,0,8,summer,2
2215,h001898,여,20,1,12,3,10,1,경기도,제주,2인 여행(가족 외),1,1,7,summer,3
2216,h000693,여,30,1,3,5,2,2,경기도,제주,나홀로 여행,2,0,6,summer,3
2217,h002378,남,30,1,12,3,1,4,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3
2218,h003012,남,20,1,9,4,2,5,경기도,제주,2인 여행(가족 외),3,1,8,summer,3
2219,f007127,남,30,1,12,2,2,2,경상남도,부산,2인 여행(가족 외),3,1,8,summer,2
2220,h006436,여,40,1,3,4,5,1,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
2221,h001024,여,60,3,11,4,2,1,서울특별시,제주,3인 이상 여행(가족 외),3,5,6,summer,4
2222,h005082,여,30,2,3,4,1,2,인천광역시,제주,자녀 동반 여행,9,2,8,summer,3
2223,e004429,남,40,2,1,5,1,4,경기도,경기,자녀 동반 여행,1,1,7,summer,2
2224,e001283,여,30,1,2,4,3,2,대구광역시,서울,2인 여행(가족 외),2,1,5,spring,3
2225,h001784,여,40,1,3,5,4,6,인천광역시,제주,2인 여행(가족 외),3,1,7,summer,3
2226,h002376,여,20,1,2,4,4,3,경기도,제주,2인 여행(가족 외),1,1,7,summer,3
2227,g002435,여,20,1,3,4,1,2,충청북도,전남,3인 이상 여행(가족 외),2,3,6,summer,2
2228,h006576,남,20,1,3,4,1,5,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1
2229,f003268,여,40,2,2,4,3,4,경상남도,부산,2인 가족 여행,1,1,6,summer,1
2230,h003507,남,20,1,12,2,3,4,경기도,제주,2인 여행(가족 외),7,1,8,summer,3
2231,h002838,남,30,1,2,4,2,1,제주특별자치도,제주,나홀로 여행,4,0,8,summer,3
2232,h006334,남,30,1,2,5,4,2,서울특별시,도서 지역,2인 여행(가족 외),2,1,9,autumn,2
2233,h000725,남,20,1,12,2,1,4,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3
2234,f006712,여,30,1,2,5,4,3,서울특별시,강원,2인 여행(가족 외),1,1,8,summer,2
2235,h006575,여,30,1,3,5,1,1,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
2236,f007066,여,20,1,13,1,5,3,경기도,부산,2인 여행(가족 외),1,1,8,summer,2
2237,h006578,여,30,1,2,4,1,1,제주특별자치도,제주,2인 여행(가족 외),4,1,9,autumn,1
2238,h005274,남,30,1,4,4,2,1,부산광역시,제주,2인 여행(가족 외),2,1,8,summer,4
2239,h004204,남,30,1,2,4,1,1,대전광역시,제주,3인 이상 여행(가족 외),7,2,8,summer,3
2240,f001943,여,40,2,11,1,2,2,대구광역시,경북,2인 가족 여행,8,1,6,summer,2
2241,h005280,남,20,1,12,1,1,4,인천광역시,제주,2인 여행(가족 외),2,1,8,summer,3
2242,e002807,여,50,2,2,4,1,2,인천광역시,경기,자녀 동반 여행,3,3,6,summer,1
2243,g002270,여,20,1,13,4,2,2,전라북도,대전,나홀로 여행,5,0,6,summer,1
2244,f002693,남,20,1,3,5,5,1,서울특별시,강원,나홀로 여행,2,0,6,summer,2
2245,h003223,남,20,1,2,4,1,1,경기도,제주,2인 여행(가족 외),2,1,8,summer,4
2246,h001157,여,40,1,3,1,3,1,인천광역시,제주,3인 이상 여행(가족 외),2,3,6,summer,3
2247,h003350,여,30,2,2,6,4,1,경기도,제주,2인 여행(가족 외),3,1,8,summer,3
2248,h002300,여,20,1,3,3,1,4,제주특별자치도,제주,나홀로 여행,6,0,7,summer,3
2249,h004063,남,20,1,9,2,1,5,세종특별자치시,제주,2인 여행(가족 외),9,1,9,autumn,3
2250,h006191,여,60,2,3,5,7,3,경기도,도서 지역,2인 가족 여행,1,1,9,autumn,1
2251,h001771,여,20,1,12,2,2,2,서울특별시,제주,나홀로 여행,2,0,7,summer,4
2252,g004426,여,20,1,12,1,5,5,광주광역시,전남,2인 여행(가족 외),2,1,7,summer,2
2253,h001185,여,20,1,3,4,2,3,경기도,제주,2인 여행(가족 외),3,1,6,summer,4
2254,h000920,여,30,2,3,1,2,2,서울특별시,제주,자녀 동반 여행,7,3,6,summer,4
2255,h003763,여,60,1,3,6,2,2,서울특별시,제주,3인 이상 여행(가족 외),3,5,8,summer,4
2256,h000281,남,50,2,2,9,2,1,인천광역시,제주,3인 이상 여행(가족 외),2,3,6,summer,5
2257,h002295,여,20,1,2,4,3,4,경기도,제주,3인 이상 여행(가족 외),3,2,7,summer,2
2258,h003572,여,20,1,4,4,3,2,경상남도,제주,2인 여행(가족 외),3,1,8,summer,3
2259,f001964,남,50,2,5,5,6,3,부산광역시,경남,자녀 동반 여행,1,3,6,summer,2
2260,h001670,여,30,2,11,2,3,1,서울특별시,제주,자녀 동반 여행,1,3,7,summer,3
2261,h006094,여,20,1,12,5,1,5,제주특별자치도,제주,나홀로 여행,7,0,9,autumn,1
2262,f002679,여,40,1,3,4,2,4,부산광역시,경남,2인 여행(가족 외),7,1,6,summer,2
2263,h000512,남,50,2,3,6,10,1,인천광역시,제주,자녀 동반 여행,3,4,6,summer,4
2264,h000505,남,50,2,3,5,4,4,부산광역시,도서 지역,2인 가족 여행,7,1,6,summer,3
2265,h000311,여,40,1,1,6,3,2,제주특별자치도,제주,2인 여행(가족 외),7,1,5,spring,3
2266,h001906,여,30,1,3,5,2,6,인천광역시,제주,2인 가족 여행,4,1,7,summer,3
2267,h004133,남,20,1,12,1,4,2,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,4
2268,h002513,여,30,2,3,6,7,1,경기도,제주,3대 동반 여행(친척 포함),3,5,7,summer,4
2269,h002199,여,30,1,12,1,6,4,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3
2270,f006202,여,30,1,3,1,1,2,부산광역시,경남,2인 여행(가족 외),1,1,8,summer,2
2271,h000231,여,30,1,3,4,1,6,제주특별자치도,제주,나홀로 여행,7,0,5,spring,2
2272,h006607,여,40,2,2,3,6,1,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1
2273,h000168,여,30,1,3,4,1,2,경기도,제주,나홀로 여행,4,0,5,spring,3
2274,h001878,여,60,2,4,7,2,5,제주특별자치도,제주,나홀로 여행,1,0,7,summer,3
2275,f001392,여,40,2,2,1,4,3,경기도,강원,부모 동반 여행,1,4,5,spring,3
2276,f003458,남,30,1,3,4,2,3,부산광역시,경남,2인 여행(가족 외),1,1,6,summer,1
2277,h004427,남,20,1,3,4,2,3,경기도,제주,2인 여행(가족 외),1,1,8,summer,4
2278,h000328,여,30,1,4,4,3,2,강원도,제주,2인 여행(가족 외),1,1,5,spring,4
2279,h001618,여,20,1,4,4,3,2,제주특별자치도,제주,2인 여행(가족 외),3,1,6,summer,2
2280,g002563,여,50,1,2,5,1,2,경기도,충남,2인 여행(가족 외),3,1,6,summer,1
2281,h006303,여,30,2,2,1,3,2,서울특별시,제주,자녀 동반 여행,7,3,9,autumn,1
2282,e012497,여,50,2,11,1,2,2,경기도,인천,3대 동반 여행(친척 포함),2,2,9,autumn,1
2283,h006290,여,30,1,9,4,6,1,서울특별시,도서 지역,2인 여행(가족 외),3,1,9,autumn,2
2284,e003597,여,50,2,6,3,1,6,서울특별시,경기,자녀 동반 여행,3,2,6,summer,1
2285,h004577,여,20,1,4,4,3,5,서울특별시,제주,2인 가족 여행,3,1,8,summer,3
2286,e001235,남,30,1,9,4,1,1,경기도,경기,나홀로 여행,2,0,5,spring,3
2287,e003026,남,40,2,13,6,2,5,경기도,인천,나홀로 여행,2,0,6,summer,2
2288,h000137,여,30,1,2,4,4,1,인천광역시,제주,2인 여행(가족 외),5,1,5,spring,2
2289,e003091,여,50,2,11,7,1,1,경기도,인천,2인 가족 여행,2,1,6,summer,2
2290,h000039,남,30,2,3,6,6,4,경기도,제주,나홀로 여행,1,0,5,spring,3
2291,h000291,여,40,2,3,4,4,3,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,4
2292,h005746,남,30,1,3,4,5,2,경기도,제주,2인 여행(가족 외),3,1,8,summer,4
2293,f003394,여,40,4,2,3,2,1,경상남도,경남,자녀 동반 여행,3,2,6,summer,1
2294,g002796,남,20,1,2,4,2,4,충청남도,전북,나홀로 여행,1,0,6,summer,2
2295,h003277,여,30,2,2,3,2,2,제주특별자치도,제주,3대 동반 여행(친척 포함),6,8,8,summer,1
2296,g005315,여,30,1,12,1,2,3,경기도,충남,2인 여행(가족 외),1,1,8,summer,3
2297,e003654,여,40,1,2,1,9,3,서울특별시,도서 지역,2인 여행(가족 외),2,1,6,summer,3
2298,h005217,남,30,2,3,5,4,3,서울특별시,제주,자녀 동반 여행,2,2,8,summer,4
2299,g003523,여,30,2,2,4,2,3,충청남도,전남,2인 가족 여행,2,1,7,summer,2
2300,f000563,여,20,1,2,4,3,6,경상남도,경남,3인 이상 여행(가족 외),10,3,5,spring,3
2301,h000846,남,50,2,8,4,1,1,경상남도,제주,2인 여행(가족 외),6,1,6,summer,4
2302,h000829,여,30,2,11,1,2,4,경상남도,제주,3인 이상 여행(가족 외),1,3,6,summer,5
2303,h000057,여,30,1,5,5,1,2,제주특별자치도,제주,나홀로 여행,1,0,5,spring,2
2304,e005230,남,20,1,2,5,3,4,서울특별시,인천,2인 여행(가족 외),9,1,8,summer,2
2305,e001401,여,20,1,3,3,1,7,대전광역시,서울,2인 가족 여행,1,1,5,spring,1
2306,h000870,남,30,1,4,3,2,2,서울특별시,제주,나홀로 여행,5,0,6,summer,1
2307,h000892,남,40,2,11,1,2,4,제주특별자치도,제주,3인 이상 여행(가족 외),1,3,6,summer,1
2308,h002150,여,30,1,4,4,3,4,전라북도,제주,부모 동반 여행,7,2,7,summer,3
2309,h004696,여,20,1,13,4,6,2,경기도,제주,2인 여행(가족 외),3,1,8,summer,4
2310,h002428,남,60,2,13,4,2,3,경기도,제주,자녀 동반 여행,2,3,7,summer,3
2311,h000202,남,20,1,3,4,1,1,제주특별자치도,제주,2인 여행(가족 외),7,1,6,summer,3
2312,h000739,여,40,2,2,1,1,1,경기도,제주,자녀 동반 여행,3,2,6,summer,4
2313,h003123,여,20,1,2,4,7,4,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,5
2314,h005441,남,50,2,2,4,5,1,부산광역시,제주,자녀 동반 여행,2,4,8,summer,4
2315,h000100,여,20,1,3,3,3,1,광주광역시,제주,나홀로 여행,2,0,5,spring,3
2316,h002570,여,20,1,3,2,1,4,대구광역시,제주,2인 여행(가족 외),3,1,8,summer,3
2317,e002444,여,30,1,2,4,5,4,경기도,경기,나홀로 여행,1,0,6,summer,1
2318,h002448,여,20,2,3,4,2,2,충청북도,제주,부모 동반 여행,6,3,8,summer,3
2319,h004376,여,50,1,4,3,6,3,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3
2320,h000791,여,40,2,3,4,2,3,인천광역시,제주,자녀 동반 여행,2,3,6,summer,3
2321,g001742,여,40,2,3,5,5,5,서울특별시,전남,2인 여행(가족 외),3,1,6,summer,2
2322,h004193,여,20,1,3,3,3,2,경기도,제주,부모 동반 여행,1,2,8,summer,3
2323,f006544,여,20,1,12,2,3,5,서울특별시,강원,2인 여행(가족 외),1,1,8,summer,2
2324,g004972,여,30,1,2,3,1,4,대구광역시,전남,2인 여행(가족 외),3,1,8,summer,3
2325,h002657,여,30,1,4,4,1,2,경상남도,제주,2인 여행(가족 외),2,1,8,summer,3
2326,h006402,여,30,1,2,4,4,3,제주특별자치도,제주,2인 여행(가족 외),2,1,9,autumn,1
2327,e005567,여,20,1,3,4,1,5,서울특별시,인천,부모 동반 여행,7,3,7,summer,1
2328,g002814,여,30,2,4,4,6,7,서울특별시,전남,2인 가족 여행,7,1,6,summer,2
2329,h003654,여,30,2,3,4,1,2,제주특별자치도,제주,2인 가족 여행,1,1,8,summer,2
2330,h004660,여,20,1,3,4,1,1,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3
2331,h001151,남,20,1,12,2,3,1,부산광역시,제주,부모 동반 여행,3,3,7,summer,3
2332,h000141,여,50,2,11,1,2,1,경기도,제주,3인 이상 여행(가족 외),6,5,6,summer,4
2333,h006506,남,30,2,11,1,1,1,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1
2334,h002771,여,30,1,2,5,5,2,광주광역시,제주,3인 이상 여행(가족 외),8,3,8,summer,4
2335,h001563,여,20,1,2,4,1,4,경기도,제주,부모 동반 여행,2,2,6,summer,3
2336,h001068,남,40,2,2,6,1,2,전라북도,제주,3인 이상 여행(가족 외),9,3,7,summer,5
2337,h005492,여,40,2,11,1,1,1,부산광역시,제주,3대 동반 여행(친척 포함),2,4,8,summer,3
2338,h005020,남,20,1,8,4,3,1,경기도,제주,나홀로 여행,1,0,8,summer,4
2339,h006313,남,20,1,13,4,2,2,전라남도,제주,나홀로 여행,1,0,9,autumn,2
2340,g002834,여,20,2,3,4,1,2,전라남도,전남,자녀 동반 여행,2,3,7,summer,2
2341,e000401,여,40,2,1,6,4,1,전라북도,경기,2인 가족 여행,2,1,5,spring,3
2342,h001889,여,20,1,12,1,1,2,대구광역시,제주,2인 여행(가족 외),2,1,7,summer,4
2343,e002983,남,30,1,2,5,1,4,경기도,경기,2인 여행(가족 외),1,1,6,summer,2
2344,h004552,여,30,2,2,3,2,2,강원도,제주,2인 가족 여행,4,1,8,summer,4
2345,h000068,여,30,2,13,4,1,2,제주특별자치도,제주,자녀 동반 여행,9,3,5,spring,2
2346,e003403,여,50,2,3,6,1,2,경상남도,인천,3인 이상 여행(가족 외),1,3,6,summer,2
2347,f002887,남,30,2,3,6,1,2,대구광역시,울산,2인 여행(가족 외),4,1,6,summer,1
2348,e000559,여,30,2,2,5,4,1,경기도,인천,3인 이상 여행(가족 외),7,7,5,spring,2
2349,h005200,여,30,1,12,1,1,4,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3
2350,h004363,남,30,1,8,2,1,4,인천광역시,제주,3인 이상 여행(가족 외),1,2,9,autumn,3
2351,h004970,여,30,1,2,4,1,1,대구광역시,제주,나홀로 여행,1,0,8,summer,3
2352,h006766,남,50,2,3,5,2,1,제주특별자치도,제주,2인 여행(가족 외),5,1,9,autumn,1
2353,e003489,여,40,1,3,4,6,6,서울특별시,인천,2인 여행(가족 외),3,1,6,summer,2
2354,f000681,여,30,2,2,5,1,4,서울특별시,부산,3대 동반 여행(친척 포함),7,4,5,spring,2
2355,h001688,여,40,2,2,5,6,4,서울특별시,제주,자녀 동반 여행,3,1,7,summer,4
2356,h004754,남,30,1,12,1,5,4,대구광역시,제주,2인 가족 여행,6,1,8,summer,2
2357,g004747,여,40,1,13,1,1,2,서울특별시,충남,2인 여행(가족 외),7,1,8,summer,2
2358,f002915,남,40,1,3,6,4,1,경기도,강원,2인 여행(가족 외),1,1,6,summer,2
2359,h000516,남,20,1,3,3,20,3,대구광역시,제주,2인 가족 여행,1,1,6,summer,3
2360,h000087,남,40,2,11,4,1,4,경상남도,제주,자녀 동반 여행,2,2,5,spring,4
2361,g001373,여,20,1,3,4,3,2,대전광역시,충남,2인 가족 여행,2,1,5,spring,2
2362,e003215,남,30,1,7,4,1,4,충청북도,경기,2인 여행(가족 외),1,1,6,summer,2
2363,h001269,남,30,1,12,2,4,1,경기도,제주,3인 이상 여행(가족 외),1,2,6,summer,3
2364,h002178,여,30,1,12,2,6,2,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3
2365,f006217,여,20,1,12,1,2,3,경기도,강원,3인 이상 여행(가족 외),7,2,8,summer,2
2366,e003168,여,40,2,2,1,2,1,세종특별자치시,서울,나홀로 여행,7,0,6,summer,1
2367,h001171,여,50,2,4,6,10,4,경기도,제주,3인 이상 여행(가족 외),1,2,6,summer,3
2368,f004668,여,20,1,3,5,1,2,대구광역시,경남,3인 이상 여행(가족 외),1,7,7,summer,2
2369,f006747,여,30,1,2,2,3,2,부산광역시,경남,2인 여행(가족 외),9,1,8,summer,2
2370,f005534,남,40,1,3,6,4,2,인천광역시,경남,나홀로 여행,2,0,8,summer,2
2371,g001911,여,20,1,3,4,6,1,서울특별시,전북,3인 이상 여행(가족 외),3,2,6,summer,2
2372,e002682,남,20,1,12,2,4,2,서울특별시,경기,3인 이상 여행(가족 외),1,2,6,summer,1
2373,h002183,여,20,2,3,4,5,2,충청남도,제주,3인 이상 여행(가족 외),2,2,7,summer,4
2374,h001713,여,40,1,1,4,1,2,서울특별시,제주,2인 가족 여행,6,1,7,summer,4
2375,h000522,남,40,2,2,1,4,3,제주특별자치도,제주,자녀 동반 여행,3,2,6,summer,2
2376,f002861,여,40,1,13,3,2,4,서울특별시,강원,나홀로 여행,1,0,6,summer,1
2377,h003303,남,20,1,3,4,6,3,대구광역시,제주,나홀로 여행,2,0,8,summer,3
2378,g001303,남,40,2,3,5,2,7,충청남도,대전,자녀 동반 여행,3,2,6,summer,2
2379,g004507,여,40,1,2,4,5,5,광주광역시,전남,2인 여행(가족 외),2,1,7,summer,2
2380,e000580,여,40,2,2,4,1,4,충청남도,서울,나홀로 여행,1,0,6,summer,1
2381,h000215,남,30,1,6,6,1,1,제주특별자치도,제주,나홀로 여행,7,0,5,spring,3
2382,h001389,남,30,1,4,5,1,2,경기도,도서 지역,2인 여행(가족 외),8,1,7,summer,3
2383,h001433,남,50,2,3,5,4,2,경기도,제주,3인 이상 여행(가족 외),3,2,6,summer,7
2384,f000527,여,40,2,3,3,2,4,경상북도,울산,2인 가족 여행,3,1,5,spring,3
2385,h000230,남,20,1,12,2,1,4,경상남도,제주,2인 여행(가족 외),2,1,6,summer,3
2386,h001393,여,20,1,13,4,1,4,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,2
2387,h000257,남,50,2,11,1,1,1,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,2
2388,e010239,남,20,1,12,2,4,5,경기도,도서 지역,나홀로 여행,2,0,9,autumn,1
2389,e001203,남,50,1,2,2,2,3,경기도,경기,나홀로 여행,2,0,5,spring,1
2390,h000789,여,30,2,2,4,1,3,제주특별자치도,제주,2인 여행(가족 외),1,1,6,summer,3
2391,h001699,남,20,1,12,1,1,1,제주특별자치도,제주,2인 여행(가족 외),7,1,7,summer,2
2392,h000537,여,50,2,11,1,1,2,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,3
2393,g001946,여,20,1,13,3,6,4,대전광역시,전북,3인 이상 여행(가족 외),3,9,6,summer,2
2394,h002539,여,20,1,12,1,3,5,서울특별시,제주,3인 이상 여행(가족 외),3,3,8,summer,3
2395,h001195,남,20,1,12,1,1,4,충청남도,제주,3인 이상 여행(가족 외),3,3,6,summer,3
